country_name,indicator_name,indicatorvalue,yearindicator
Sudan,"Population, male",21907295.0,2020.0
Sudan,"Prevalence of HIV, female (% ages 15-24)",0.1,2020.0
Sudan,Secure Internet servers (per 1 million people),6.4311,2020.0
Sudan,Statistical Capacity Score (Overall Average) (scale 0 - 100),54.4445,2020.0
Sudan,Trade in services (% of GDP),13.7303,2020.0
Sudan,"Net errors and omissions (BoP, current US$)",1208684139.1316,2020.0
Sudan,"Net trade in goods and services (BoP, current US$)",-5454158297.7225,2020.0
Sudan,"Population ages 15-19, female (% of female population)",10.8094,2020.0
Sudan,"Air transport, freight (million ton-km)",0.0,2020.0
Sudan,Consumer price index (2010 = 100),3364.8199,2020.0
Sudan,Forest area (sq. km),183595.5,2020.0
Sudan,Imports of goods and services (% of GDP),0.3489,2020.0
Sudan,"International tourism, expenditures for travel items (current US$)",6000000.0,2020.0
Sudan,"Mortality rate, under-5, female (per 1,000 live births)",51.5,2020.0
Sudan,"Population ages 0-14, male",8846639.0,2020.0
Sudan,"Population ages 0-14, male (% of male population)",40.3822,2020.0
Sudan,"Population ages 15-64, female",12474073.0,2020.0
Sudan,Young people (ages 15-24) newly infected with HIV,1000.0,2020.0
Sudan,Households and NPISHs Final consumption expenditure per capita (constant 2015 US$),519.8102,2020.0
Sudan,"Human capital index (HCI), male (scale 0-1)",0.3701,2020.0
Sudan,Liner shipping connectivity index (maximum value in 2004 = 100),9.5231,2020.0
Sudan,Population ages 0-14 (% of total population),39.7994,2020.0
Sudan,"PPG, other private creditors (NFL, current US$)",0.0,2020.0
Sudan,"Mortality rate, infant (per 1,000 live births)",39.9,2020.0
Sudan,"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",16.156,2020.0
Sudan,GDP (current US$),21329109521.8077,2020.0
Sudan,GDP per capita (current LCU),92565.5007,2020.0
Sudan,Gross savings (current LCU),1226028391146.09,2020.0
Sudan,Net primary income (Net income from abroad) (current US$),-1471907153.4419,2020.0
Sudan,"Population ages 25-29, male (% of male population)",7.9787,2020.0
Sudan,Refugee population by country or territory of asylum,1040308.0,2020.0
Sudan,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",38.282,2020.0
Sudan,"Net financial account (BoP, current US$)",-4488946265.2797,2020.0
Sudan,People using at least basic sanitation services (% of population),36.8921,2020.0
Sudan,Travel services (% of commercial service imports),0.5167,2020.0
Sudan,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",28.225,2020.0
Sudan,Number of deaths ages 10-14 years,3617.0,2020.0
Sudan,"Population ages 00-04, male (% of male population)",14.6792,2020.0
Sudan,"Population ages 75-79, female (% of female population)",0.6879,2020.0
Sudan,"Secondary education, duration (years)",6.0,2020.0
Sudan,Short-term debt (% of total external debt),25.3625,2020.0
Sudan,Gross value added at basic prices (GVA) (constant 2015 US$),47667616368.2682,2020.0
Sudan,"Households and NPISHs Final consumption expenditure, PPP (constant 2017 international $)",64124642509.621,2020.0
Sudan,"Labor force, total",12576579.0,2020.0
Sudan,"Population, total",43849269.0,2020.0
Sudan,CPIA efficiency of revenue mobilization rating (1=low to 6=high),2.5,2020.0
Sudan,Gross fixed capital formation (current US$),6809841073.5681,2020.0
Sudan,Gross savings (current US$),6442608466.3484,2020.0
Sudan,Households and NPISHs Final consumption expenditure (constant LCU),18472352300.0,2020.0
Sudan,IDA resource allocation index (1=low to 6=high),2.2333,2020.0
Sudan,"Population ages 65 and above, male",748267.0,2020.0
Sudan,"Foreign direct investment, net outflows (BoP, current US$)",0.0,2020.0
Sudan,"Population ages 05-09, female (% of female population)",13.0131,2020.0
Sudan,Public and publicly guaranteed debt service (% of GNI),0.714,2020.0
Sudan,"Secondary income, other sectors, payments (BoP, current US$)",421842067.1046,2020.0
Sudan,"Air transport, registered carrier departures worldwide",2261.0,2020.0
Sudan,Broad money (current LCU),1296384039101.28,2020.0
Sudan,"IMF repurchases and charges (TDS, current US$)",3287638.5,2020.0
Sudan,External balance on goods and services (current US$),18534898.5812,2020.0
Sudan,Households and NPISHs Final consumption expenditure (annual % growth),-3.4,2020.0
Sudan,"ICT service exports (% of service exports, BoP)",0.7913,2020.0
Sudan,"Insurance and financial services (% of service exports, BoP)",0.9504,2020.0
Sudan,"Probability of dying among adolescents ages 15-19 years (per 1,000)",10.5,2020.0
Sudan,"Industry (including construction), value added (current LCU)",948524725600.0,2020.0
Sudan,Land area (sq. km),1849233.715,2020.0
Sudan,"Population ages 05-09, male (% of male population)",13.3946,2020.0
Sudan,"Services, value added (current US$)",7743855789.2801,2020.0
Sudan,Women Business and the Law Index Score (scale 1-100),29.375,2020.0
Sudan,"GNI per capita, Atlas method (current US$)",530.0,2020.0
Sudan,Gross savings (% of GNI),32.4447,2020.0
Sudan,"PPG, private creditors (NFL, current US$)",0.0,2020.0
Sudan,"Primary income payments (BoP, current US$)",1534535155.4738,2020.0
Sudan,"Tariff rate, most favored nation, weighted mean, primary products (%)",25.0,2020.0
Sudan,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",35.785,2020.0
Sudan,Age dependency ratio (% of working-age population),76.9081,2020.0
Sudan,Claims on private sector (annual growth as % of broad money),20.4998,2020.0
Sudan,"External debt stocks, long-term (DOD, current US$)",16584378822.4,2020.0
Sudan,GNI per capita growth (annual %),-6.6489,2020.0
Sudan,People using at least basic drinking water services (% of population),60.4487,2020.0
Sudan,Profit tax (% of commercial profits),11.5,2019.0
Sudan,Periodicity and timeliness assessment of statistical capacity (scale 0 - 100),83.3335,2020.0
Sudan,"Population ages 15-19, male (% of male population)",11.0874,2020.0
Sudan,"Adjusted net savings, including particulate emission damage (% of GNI)",37.3407,2019.0
Sudan,"External debt stocks, short-term (DOD, current US$)",5426690860.9,2019.0
Sudan,Merchandise imports (current US$),9291000000.0,2019.0
Sudan,"Population ages 75-79, male (% of male population)",0.5701,2019.0
Sudan,"Service imports (BoP, current US$)",1425402760.8247,2019.0
Sudan,GDP per person employed (constant 2017 PPP $),17263.7626,2019.0
Sudan,"Merchandise exports by the reporting economy, residual (% of total merchandise exports)",0.4196,2019.0
Sudan,Net official development assistance and official aid received (constant 2018 US$),1651199951.1719,2019.0
Sudan,Adjusted savings: education expenditure (current US$),629859974.048,2019.0
Sudan,Domestic general government health expenditure (% of GDP),1.0376,2019.0
Sudan,"Employment in services, male (% of male employment) (modeled ILO estimate)",45.28,2019.0
Sudan,"Net bilateral aid flows from DAC donors, Italy (current US$)",23149999.6185,2019.0
Sudan,"Population ages 40-44, male (% of male population)",4.4479,2019.0
Sudan,"Population ages 60-64, female (% of female population)",2.0508,2019.0
Sudan,"Armed forces personnel, total",124000.0,2019.0
Sudan,CPIA efficiency of revenue mobilization rating (1=low to 6=high),2.5,2019.0
Sudan,"Employment in services, female (% of female employment) (modeled ILO estimate)",43.48,2019.0
Sudan,GDP (current LCU),1956453789500.0,2019.0
Sudan,"Out-of-pocket expenditure per capita, PPP (current international $)",137.8229,2019.0
Sudan,People with basic handwashing facilities including soap and water (% of population),14.26,2019.0
Sudan,Primary school starting age (years),6.0,2019.0
Sudan,UHC service coverage index,44.0,2019.0
Sudan,"Communications, computer, etc. (% of service exports, BoP)",11.4694,2019.0
Sudan,"Computer, communications and other services (% of commercial service exports)",10.4996,2019.0
Sudan,"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",21.124,2019.0
Sudan,General government final consumption expenditure (constant 2015 US$),8974618982.8986,2019.0
Sudan,Gross fixed capital formation (constant 2015 US$),9171749238.8652,2019.0
Sudan,Households and NPISHs Final consumption expenditure (constant LCU),19122517900.0,2019.0
Sudan,"Mortality rate, infant (per 1,000 live births)",41.0,2019.0
Sudan,Net ODA received (% of GNI),6.6217,2019.0
Sudan,"Prevalence of HIV, total (% of population ages 15-49)",0.2,2019.0
Sudan,"Foreign direct investment, net outflows (% of GDP)",0.0,2019.0
Sudan,Merchandise exports to low- and middle-income economies in East Asia & Pacific (% of total merchandise exports),1.7495,2019.0
Sudan,Merchandise imports from high-income economies (% of total merchandise imports),56.8477,2019.0
Sudan,Procedures to build a warehouse (number),16.0,2019.0
Sudan,Trade in services (% of GDP),10.6745,2019.0
Sudan,Urban population,14957232.0,2019.0
Sudan,"Age dependency ratio, old (% of working-age population)",6.4524,2019.0
Sudan,Imports of goods and services (constant 2015 US$),650335458.5485,2019.0
Sudan,Insurance and financial services (% of commercial service exports),0.2517,2019.0
Sudan,"International tourism, expenditures for travel items (current US$)",11000000.0,2019.0
Sudan,"Population ages 15-64, total",24068307.0,2019.0
Sudan,Current health expenditure (% of GDP),4.5736,2019.0
Sudan,Exports of goods and services (annual % growth),6.9,2019.0
Sudan,Gross capital formation (annual % growth),-0.2,2019.0
Sudan,"Net financial account (BoP, current US$)",-3943975216.18,2019.0
Sudan,"Population ages 80 and above, male (% of male population)",0.4386,2019.0
Sudan,CPIA quality of public administration rating (1=low to 6=high),2.0,2019.0
Sudan,"Goods imports (BoP, current US$)",8361475038.8814,2019.0
Sudan,"Industry (including construction), value added (current US$)",5685303355.615,2019.0
Sudan,"People using at least basic drinking water services, rural (% of rural population)",53.199,2019.0
Sudan,"Population ages 35-39, female (% of female population)",5.6155,2019.0
Sudan,"Self-employed, male (% of male employment) (modeled ILO estimate)",51.12,2019.0
Sudan,"Tuberculosis case detection rate (%, all forms)",69.0,2019.0
Sudan,"Unemployment, total (% of total labor force) (modeled ILO estimate)",17.654,2019.0
Sudan,Access to clean fuels and technologies for cooking (% of population),53.2,2019.0
Sudan,Cost of business start-up procedures (% of GNI per capita),17.8,2019.0
Sudan,"ICT service exports (% of service exports, BoP)",0.0089,2019.0
Sudan,"Net official flows from UN agencies, UNPBF (current US$)",899999.9762,2019.0
Sudan,"Population ages 0-14, male",8715511.0,2019.0
Sudan,"Population ages 15-19, female (% of female population)",10.8205,2019.0
Sudan,"Probability of dying among adolescents ages 10-14 years (per 1,000)",3.5,2019.0
Sudan,"Probability of dying among children ages 5-9 years (per 1,000)",5.8,2019.0
Sudan,Public private partnerships investment in transport (current US$),604370000.0,2019.0
Sudan,Total natural resources rents (% of GDP),5.8416,2019.0
Sudan,External balance on goods and services (current LCU),827638400.0,2019.0
Sudan,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",29.549,2019.0
Sudan,"People practicing open defecation, urban (% of urban population)",1.6609,2019.0
Sudan,"Services, value added (constant 2015 US$)",24690537263.1173,2019.0
Sudan,"Access to electricity, rural (% of rural population)",39.0291,2019.0
Sudan,Adults (ages 15-49) newly infected with HIV,2900.0,2019.0
Sudan,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",40.397,2019.0
Sudan,External balance on goods and services (current US$),11064684.492,2019.0
Sudan,"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",35.1,2019.0
Sudan,"Mortality rate, infant, male (per 1,000 live births)",45.4,2019.0
Sudan,Natural gas rents (% of GDP),0.0,2019.0
Sudan,Other taxes payable by businesses (% of commercial profits),14.7,2019.0
Sudan,"Preprimary education, duration (years)",2.0,2019.0
Sudan,"Probability of dying among adolescents ages 15-19 years (per 1,000)",10.8,2019.0
Sudan,"Services, value added (constant LCU)",7895635400.0,2019.0
Sudan,"International tourism, receipts for travel items (current US$)",821000000.0,2019.0
Sudan,"Net official flows from UN agencies, UNFPA (current US$)",4358462.8105,2019.0
Sudan,"Primary income receipts (BoP, current US$)",101927540.4286,2019.0
Sudan,Adjusted net national income per capita (constant 2015 US$),1106.2456,2019.0
Sudan,"Adolescent fertility rate (births per 1,000 women ages 15-19)",57.599,2019.0
Sudan,Children (0-14) living with HIV,4100.0,2019.0
Sudan,Final consumption expenditure (current LCU),1255132548100.0,2019.0
Sudan,Fixed telephone subscriptions (per 100 people),0.322,2019.0
Sudan,GNI per capita growth (annual %),-4.8606,2019.0
Sudan,"Internally displaced persons, new displacement associated with disasters (number of cases)",272000.0,2019.0
Sudan,"Net bilateral aid flows from DAC donors, Germany (current US$)",77139999.3896,2019.0
Sudan,"Net official flows from UN agencies, IAEA (current US$)",496404.022,2019.0
Sudan,"Population ages 70-74, male (% of male population)",0.955,2019.0
Sudan,"Reserves and related items (BoP, current US$)",-1780197328.2158,2019.0
Sudan,Average transaction cost of sending remittances to a specific country (%),8.5746,2019.0
Sudan,Domestic private health expenditure (% of current health expenditure),70.755,2019.0
Sudan,"Foreign direct investment, net inflows (BoP, current US$)",825354992.3103,2019.0
Sudan,General government final consumption expenditure (annual % growth),-10.89,2019.0
Sudan,"Industry (including construction), value added (constant LCU)",5925712400.0,2019.0
Sudan,Net primary income (Net income from abroad) (current LCU),-121184495700.0,2019.0
Sudan,Out-of-pocket expenditure (% of current health expenditure),67.3834,2019.0
Sudan,Gross national expenditure (current LCU),1955625929900.0,2019.0
Sudan,Insurance and financial services (% of commercial service imports),8.2016,2019.0
Sudan,Merchandise imports from low- and middle-income economies in Sub-Saharan Africa (% of total merchandise imports),3.8782,2019.0
Sudan,Number of under-five deaths,78036.0,2019.0
Sudan,Population ages 65 and above (% of total population),3.6273,2019.0
Sudan,"Services, value added (annual % growth)",-3.8191,2019.0
Sudan,"Current health expenditure per capita, PPP (current international $)",204.5353,2019.0
Sudan,"Net bilateral aid flows from DAC donors, Greece (current US$)",0.0,2019.0
Sudan,"Population ages 0-14, female (% of female population)",39.5628,2019.0
Sudan,Travel services (% of commercial service imports),0.8755,2019.0
Sudan,Consumer price index (2010 = 100),1344.1928,2019.0
Sudan,"Foreign direct investment, net (BoP, current US$)",-825354992.3103,2019.0
Sudan,"Labor force participation rate for ages 15-24, total (%) (modeled ILO estimate)",26.808,2019.0
Sudan,"Life expectancy at birth, female (years)",67.187,2019.0
Sudan,"Net bilateral aid flows from DAC donors, Austria (current US$)",219999.9988,2019.0
Sudan,Statistical Capacity Score (Overall Average) (scale 0 - 100),71.1111,2019.0
Sudan,"Technical cooperation grants (BoP, current US$)",45380000.0,2019.0
Sudan,"Cause of death, by non-communicable diseases (% of total)",53.9452,2019.0
Sudan,Children (ages 0-14) newly infected with HIV,660.0,2019.0
Sudan,"Employers, total (% of total employment) (modeled ILO estimate)",3.08,2019.0
Sudan,"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",33.62,2019.0
Sudan,General government final consumption expenditure (% of GDP),25.2748,2019.0
Sudan,People using at least basic sanitation services (% of population),36.7783,2019.0
Sudan,Population ages 15-64 (% of total population),56.217,2019.0
Sudan,Prevalence of anemia among women of reproductive age (% of women ages 15-49),36.5,2019.0
Sudan,"Contributing family workers, female (% of female employment) (modeled ILO estimate)",19.01,2019.0
Sudan,Ease of doing business score (0 = lowest performance to 100 = best performance),44.8293,2019.0
Sudan,Fixed broadband subscriptions,32762.0,2019.0
Sudan,GDP growth (annual %),-2.1783,2019.0
Sudan,Gross savings (% of GDP),35.4864,2019.0
Sudan,Gross savings (current US$),9281738542.9819,2019.0
Sudan,Merchandise imports from low- and middle-income economies within region (% of total merchandise imports),3.8782,2019.0
Sudan,Number of deaths ages 10-14 years,3653.0,2019.0
Sudan,Prevalence of anemia among pregnant women (%),36.8,2019.0
Sudan,Women Business and the Law Index Score (scale 1-100),29.375,2019.0
Sudan,"Agriculture, forestry, and fishing, value added (annual % growth)",-1.5,2019.0
Sudan,Import unit value index (2000 = 100),141.6837,2019.0
Sudan,"Transport services (% of service exports, BoP)",28.1803,2019.0
Sudan,Export unit value index (2000 = 100),284.7231,2019.0
Sudan,General government final consumption expenditure (current US$),6610836998.6631,2019.0
Sudan,"Mortality caused by road traffic injury (per 100,000 population)",26.8,2019.0
Sudan,"Population ages 40-44, female (% of female population)",4.7542,2019.0
Sudan,Population in the largest city (% of urban population),37.961,2019.0
Sudan,Statistical performance indicators (SPI): Pillar 4 data sources score (scale 0-100),18.8167,2019.0
Sudan,Adjusted net national income per capita (current US$),552.5121,2019.0
Sudan,Adjusted savings: energy depletion (% of GNI),0.5034,2019.0
Sudan,Exports as a capacity to import (constant LCU),1243301281.8903,2019.0
Sudan,"Internally displaced persons, total displaced by conflict and violence (number of people)",2134000.0,2019.0
Sudan,Merchandise imports from low- and middle-income economies in South Asia (% of total merchandise imports),8.7061,2019.0
Sudan,Mobile cellular subscriptions,33014160.0,2019.0
Sudan,"Mortality rate, under-5, male (per 1,000 live births)",63.3,2019.0
Sudan,Net ODA received per capita (current US$),37.9478,2019.0
Sudan,Net secondary income (Net current transfers from abroad) (current LCU),91453126800.0,2019.0
Sudan,"Patent applications, nonresidents",7.0,2019.0
Sudan,"Suicide mortality rate, male (per 100,000 male population)",4.9,2019.0
Sudan,"Time to import, border compliance (hours)",144.0,2019.0
Sudan,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",51.83,2019.0
Sudan,"Employment in industry, male (% of male employment) (modeled ILO estimate)",21.1,2019.0
Sudan,"External debt stocks, long-term (DOD, current US$)",16309393169.8,2019.0
Sudan,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",49.058,2019.0
Sudan,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",22.8,2019.0
Sudan,"Net bilateral aid flows from DAC donors, Poland (current US$)",59999.9987,2019.0
Sudan,"Personal remittances, received (% of GDP)",1.9969,2019.0
Sudan,"Population ages 65 and above, total",1552972.0,2019.0
Sudan,"Population ages 80 and above, female (% of female population)",0.5605,2019.0
Sudan,Public credit registry coverage (% of adults),0.0,2019.0
Sudan,"Secondary education, duration (years)",5.0,2019.0
Sudan,Armed forces personnel (% of total labor force),0.9865,2019.0
Sudan,"Contributing family workers, male (% of male employment) (modeled ILO estimate)",4.13,2019.0
Sudan,CPIA policies for social inclusion/equity cluster average (1=low to 6=high),2.5,2019.0
Sudan,"Industry (including construction), value added (current LCU)",425260691000.0,2019.0
Sudan,"Net bilateral aid flows from DAC donors, Czech Republic (current US$)",9999.9998,2019.0
Sudan,"Population ages 75-79, female (% of female population)",0.6763,2019.0
Sudan,"Agriculture, forestry, and fishing, value added (constant 2015 US$)",16385225080.8651,2019.0
Sudan,Antiretroviral therapy coverage (% of people living with HIV),22.0,2019.0
Sudan,CPIA quality of budgetary and financial management rating (1=low to 6=high),2.5,2019.0
Sudan,Current health expenditure per capita (current US$),46.9288,2019.0
Sudan,Domestic credit to private sector (% of GDP),9.1736,2019.0
Sudan,Import volume index (2000 = 100),422.3115,2019.0
Sudan,"Net bilateral aid flows from DAC donors, France (current US$)",6809999.9428,2019.0
Sudan,Price level ratio of PPP conversion factor (GDP) to market exchange rate,0.1404,2019.0
Sudan,"Secondary income, other sectors, payments (BoP, current US$)",448311864.3054,2019.0
Sudan,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,3800.0,2019.0
Sudan,Employment in agriculture (% of total employment) (modeled ILO estimate),38.37,2019.0
Sudan,GNI growth (annual %),-2.558,2019.0
Sudan,"PPP conversion factor, private consumption (LCU per international $)",12.7102,2019.0
Sudan,"Cost to export, documentary compliance (US$)",427.5,2019.0
Sudan,CPIA public sector management and institutions cluster average (1=low to 6=high),2.1,2019.0
Sudan,"Exports of goods and services (BoP, current US$)",5101252297.3982,2019.0
Sudan,Forest area (% of land area),10.0213,2019.0
Sudan,Land area (sq. km),1849233.715,2019.0
Sudan,"Net official flows from UN agencies, UNAIDS (current US$)",255335.8376,2019.0
Sudan,"People using at least basic sanitation services, rural (% of rural population)",24.2341,2019.0
Sudan,Periodicity and timeliness assessment of statistical capacity (scale 0 - 100),93.3333,2019.0
Sudan,Population in urban agglomerations of more than 1 million,5677921.0,2019.0
Sudan,"Prevalence of HIV, female (% ages 15-24)",0.1,2019.0
Sudan,"Start-up procedures to register a business, male (number)",9.0,2019.0
Sudan,Statistical performance indicators (SPI): Pillar 3 data products score  (scale 0-100),55.6563,2019.0
Sudan,Time to resolve insolvency (years),2.0,2019.0
Sudan,Adjusted savings: mineral depletion (current US$),706826.7725,2019.0
Sudan,Gross capital formation (% of GDP),35.8042,2019.0
Sudan,"Mortality rate, adult, female (per 1,000 female adults)",184.81,2019.0
Sudan,"Net bilateral aid flows from DAC donors, Norway (current US$)",11750000.0,2019.0
Sudan,"Net official flows from UN agencies, IFAD (current US$)",-624617.8746,2019.0
Sudan,"Services, value added (current LCU)",736323666700.0,2019.0
Sudan,"Time to export, border compliance (hours)",180.0,2019.0
Sudan,"Travel services (% of service imports, BoP)",0.7989,2019.0
Sudan,Adjusted savings: net national savings (current US$),11822759688.0256,2019.0
Sudan,CPIA economic management cluster average (1=low to 6=high),1.8333,2019.0
Sudan,CPIA structural policies cluster average (1=low to 6=high),2.5,2019.0
Sudan,GDP per capita (constant 2015 US$),1198.5179,2019.0
Sudan,"Inflation, GDP deflator (annual %)",51.9789,2019.0
Sudan,"Population ages 05-09, female (% of female population)",13.1458,2019.0
Sudan,"Population, female (% of total population)",50.0436,2019.0
Sudan,Prevalence of anemia among children (% of children ages 6-59 months),50.8,2019.0
Sudan,"Vulnerable employment, male (% of male employment) (modeled ILO estimate)",47.54,2019.0
Sudan,"Air transport, freight (million ton-km)",0.0755,2019.0
Sudan,Domestic general government health expenditure (% of general government expenditure),5.5596,2019.0
Sudan,GNI per capita (constant 2015 US$),1121.4203,2019.0
Sudan,Gross national expenditure (current US$),26144731683.1551,2019.0
Sudan,Merchandise exports to economies in the Arab World (% of total merchandise exports),59.6412,2019.0
Sudan,Merchandise exports to low- and middle-income economies within region (% of total merchandise exports),0.9846,2019.0
Sudan,"People using at least basic drinking water services, urban (% of urban population)",73.7637,2019.0
Sudan,"Personal transfers, receipts (BoP, current US$)",422947659.0607,2019.0
Sudan,Population growth (annual %),2.3914,2019.0
Sudan,"Public and publicly guaranteed debt service (% of exports of goods, services and primary income)",3.4358,2019.0
Sudan,Start-up procedures to register a business (number),10.0,2019.0
Sudan,"Employment in industry, female (% of female employment) (modeled ILO estimate)",4.69,2019.0
Sudan,Fixed telephone subscriptions,137842.0,2019.0
Sudan,GNI per capita (constant LCU),454.8342,2019.0
Sudan,"GNI per capita, PPP (constant 2017 international $)",3909.8603,2019.0
Sudan,Gross savings (% of GNI),37.8295,2019.0
Sudan,"Households and NPISHs Final consumption expenditure, PPP (current international $)",59844853668.8452,2019.0
Sudan,Military expenditure (current LCU),33088000000.0,2019.0
Sudan,"Mortality rate, under-5 (per 1,000 live births)",58.4,2019.0
Sudan,Net official development assistance and official aid received (current US$),1624670043.9453,2019.0
Sudan,"Population ages 0-14, male (% of male population)",40.7496,2019.0
Sudan,"Population ages 20-24, male (% of male population)",9.5401,2019.0
Sudan,Bank liquid reserves to bank assets ratio (%),77.3592,2019.0
Sudan,Imports of goods and services (% of GDP),0.5883,2019.0
Sudan,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",30.6,2019.0
Sudan,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",49.74,2019.0
Sudan,"Life expectancy at birth, total (years)",65.311,2019.0
Sudan,Merchandise exports to low- and middle-income economies in Sub-Saharan Africa (% of total merchandise exports),0.9846,2019.0
Sudan,Military expenditure (current USD),722256177.4208,2019.0
Sudan,"Net bilateral aid flows from DAC donors, Total (current US$)",693979989.2604,2019.0
Sudan,"Net capital account (BoP, current US$)",188245039.5425,2019.0
Sudan,"Population ages 65-69, male (% of male population)",1.4109,2019.0
Sudan,"PPG, private creditors (NFL, current US$)",0.0,2019.0
Sudan,"Air transport, passengers carried",530001.0,2019.0
Sudan,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",178771527.8,2019.0
Sudan,Gross national expenditure (constant 2015 US$),42361630631.489,2019.0
Sudan,"People using at least basic sanitation services, urban (% of urban population)",60.1402,2019.0
Sudan,"Population ages 55-59, male (% of male population)",2.4612,2019.0
Sudan,"Population ages 70-74, female (% of female population)",1.0823,2019.0
Sudan,"Unemployment, male (% of male labor force) (modeled ILO estimate)",12.902,2019.0
Sudan,External balance on goods and services (% of GDP),0.0423,2019.0
Sudan,"IFC, private nonguaranteed (NFL, current US$)",0.0,2019.0
Sudan,"Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)",0.15,2019.0
Sudan,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, male (%)",24.3,2019.0
Sudan,Multilateral debt service (% of public and publicly guaranteed debt service),31.2075,2019.0
Sudan,Claims on central government (annual growth as % of broad money),20.6904,2019.0
Sudan,Employment in industry (% of total employment) (modeled ILO estimate),16.82,2019.0
Sudan,"GNI per capita, Atlas method (current US$)",690.0,2019.0
Sudan,"Net bilateral aid flows from DAC donors, Portugal (current US$)",119999.9973,2019.0
Sudan,Source data assessment of statistical capacity (scale 0 - 100),70.0,2019.0
Sudan,Trade (% of GDP),1.2188,2019.0
Sudan,Adjusted net national income (current US$),23654831240.185,2019.0
Sudan,General government final consumption expenditure (current LCU),494490607500.0,2019.0
Sudan,Gross national expenditure deflator (base year varies by country),8966.5327,2019.0
Sudan,Gross value added at basic prices (GVA) (constant 2015 US$),49463028138.3128,2019.0
Sudan,"Net bilateral aid flows from DAC donors, United Kingdom (current US$)",118980003.3569,2019.0
Sudan,"Population ages 00-04, female (% of female population)",14.3615,2019.0
Sudan,"Survival to age 65, male (% of cohort)",62.5103,2019.0
Sudan,"Trademark applications, direct nonresident",1778.0,2019.0
Sudan,Ease of doing business rank (1=most business-friendly regulations),171.0,2019.0
Sudan,General government final consumption expenditure (constant LCU),2550564300.0,2019.0
Sudan,"Industry (including construction), value added (annual % growth)",-0.7,2019.0
Sudan,Labor tax and contributions (% of commercial profits),19.2,2019.0
Sudan,Mineral rents (% of GDP),0.0028,2019.0
Sudan,"Mortality rate attributed to unintentional poisoning, male (per 100,000 male population)",2.0,2019.0
Sudan,Secure Internet servers,184.0,2019.0
Sudan,"Services, value added (current US$)",9843899287.4332,2019.0
Sudan,"Current account balance (BoP, current US$)",-4779839384.3289,2019.0
Sudan,"Debt service (PPG and IMF only, % of exports of goods, services and primary income)",3.6869,2019.0
Sudan,Export volume index (2000 = 100),72.6009,2019.0
Sudan,"Net bilateral aid flows from DAC donors, Denmark (current US$)",1049999.9523,2019.0
Sudan,"Net secondary income (BoP, current US$)",1525899696.7252,2019.0
Sudan,"Population ages 50-54, female (% of female population)",3.2853,2019.0
Sudan,Taxes less subsidies on products (current LCU),400369789500.0,2019.0
Sudan,Time required to register property (days),11.0,2019.0
Sudan,"Time to import, documentary compliance (hours)",132.0,2019.0
Sudan,Commercial service imports (current US$),1300599202.353,2019.0
Sudan,Gross domestic savings (current LCU),701321241400.0,2019.0
Sudan,"Net bilateral aid flows from DAC donors, Canada (current US$)",11689999.5804,2019.0
Sudan,Prevalence of severe food insecurity in the population (%),16.8,2019.0
Sudan,Adjusted savings: particulate emission damage (current US$),603067175.5848,2019.0
Sudan,Gross fixed capital formation (constant LCU),137198200.0,2019.0
Sudan,Households and NPISHs Final consumption expenditure (constant 2015 US$),23595544021.6519,2019.0
Sudan,Number of deaths ages 15-19 years,10144.0,2019.0
Sudan,"Population ages 55-59, female (% of female population)",2.6136,2019.0
Sudan,"Secondary income receipts (BoP, current US$)",2001880185.6884,2019.0
Sudan,"Use of IMF credit (DOD, current US$)",528204801.9,2019.0
Sudan,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",1.5,2019.0
Sudan,Gross value added at basic prices (GVA) (constant LCU),20572374400.0,2019.0
Sudan,Merchandise imports from low- and middle-income economies in Europe & Central Asia (% of total merchandise imports),11.0204,2019.0
Sudan,"Net bilateral aid flows from DAC donors, Japan (current US$)",28129999.1608,2019.0
Sudan,Public and publicly guaranteed debt service (% of GNI),0.7286,2019.0
Sudan,Strength of legal rights index (0=weak to 12=strong),3.0,2019.0
Sudan,CPIA business regulatory environment rating (1=low to 6=high),2.5,2019.0
Sudan,Exports of goods and services (current LCU),12336891800.0,2019.0
