State,District,Population Rural,Population Urban,Children Received Polio Birth Rural,Children Received Polio Birth Urban,Children Did Not Receive Any Vaccination Rural,Children Did Not Receive Any Vaccination Urban,Children Received Measles Vaccine Rural,Children Received Measles Vaccine Urban,Children Fully Immunized Rural,Children Fully Immunized Urban,Children Received Bcg Rural,Children Received Bcg Urban,Diarrhoea Dysentery Male Rural,Diarrhoea Dysentery Male Urban,Diarrhoea Dysentery Female Rural,Diarrhoea Dysentery Female Urban,Respiratory Infection Male Rural,Respiratory Infection Male Urban,Respiratory Infection Female Rural,Respiratory Infection Female Urban,Fever Male Rural,Fever Male Urban,Fever Female Rural,Fever Female Urban,Acute Illness Male Rural,Acute Illness Male Urban,Acute Illnes Female Rural,Acute Illness Female Urban,Acute Illness And Treatment From Any Source Rural,Acute Illness And Taking Treatment From Any Source Urban,Acute Illness And Taking Treatment From Any Source Male Rural,Acute Illness And Taking  Treatment From Any Source  Male Urban,Acute Illness And Taking Treatment From Any Source Female Rural,Acute Illness And Taking Treatment From Any Source Female Urban,Acute Illness And Taking Treatment From Government Source Person Rural,Acute Illness And Taking Treatment From Government Person Urban,Acute Illness And Taking Treatment From Government Male Rural,Acute Illness And Taking Treatment From Government Sourc Male Urban,Acute Illness An Taking Treatment From Governmen FemaleRural,Acute Illness And Taking Treatment From Government Female Urban,Women Aware Of Hiv And Aids Rural,Women Aware Of Hiv And Aids Urban,Women Aware Of Rti And Sti Rural,Women Aware Of Rti And Sti Urban,Women Aware Of Haf Ors And Ort And Zinc And Rural,Women Aware Of Haf Ors And Ort And Zinc And Urban,Women Aware Of Ari And  Pneumonia Rural,Women Aware Of Ari And  Pneumonia Urban
Uttar Pradesh,Muzaffarnagar,61454,14295,61.11,69.26,3.38,2.42,70.44,71.33,51.81,58.2,89.88,91.71,392.07,404.69,343.01,327.05,17427.9,16120.33,19435.29,18813.27,1994.1,1389.45,2434.42,1728.7,20320.98,18561.99,22893.24,21663.29,98.09,98.01,98.15,98.04,98.03,97.99,4.08,6.9,3.97,6.6,4.18,7.19,79.2,90.26,78.91,80.48,99.13,98.58,98.27,97.41
Uttar Pradesh,Pilibhit,36896,6142,60.91,77.46,4.78,3.17,68.66,73.24,54.96,59.51,90.18,95.42,789.28,478.93,654.91,315.79,15039.24,10600.26,15124.14,11508.77,6435.03,4821.2,7166.9,5228.07,22611.81,16060.03,23377.46,17228.07,97.47,98.89,97.45,99.2,97.5,98.57,3.04,3.15,3.04,3.01,3.04,3.31,41.33,69.96,36.88,47.08,99.11,99.76,96.3,97.62
Uttar Pradesh,Pratapgarh,83171,3599,77.4,87.95,9.14,6.02,71.51,80.12,64.26,76.51,84.1,90.96,979.33,1383.65,994.3,1138.52,3954.23,6100.63,3638.36,6198.61,6570.5,4276.73,5969.11,3858.32,11815.1,11823.9,10908.59,11321.95,99.69,100.0,99.73,100.0,99.65,100.0,7.81,9.26,8.25,9.57,7.4,8.94,83.5,99.62,93.23,93.19,97.72,99.81,94.4,98.3
Uttar Pradesh,Rae Bareli,61580,5355,75.81,84.85,3.01,5.05,76.83,85.86,54.74,55.56,94.86,90.91,1296.24,964.39,1255.48,1447.42,391.47,408.01,363.75,936.57,3394.08,3115.73,4339.37,3746.28,5256.06,4562.31,6225.18,6172.84,100.0,100.0,100.0,100.0,100.0,100.0,13.43,17.91,12.7,20.33,14.06,15.86,75.79,92.88,58.47,76.91,98.2,100.0,90.93,93.14
Uttar Pradesh,Rampur,52283,14177,58.47,59.44,3.32,4.02,73.9,76.05,61.13,62.76,91.78,91.43,536.22,406.5,516.67,256.49,29682.28,27936.64,32356.83,32060.95,4058.62,2396.97,4632.81,2761.01,34732.17,31090.55,37959.46,35561.26,96.85,98.3,96.79,98.15,96.91,98.43,5.21,4.31,5.14,4.41,5.27,4.22,51.97,82.91,50.57,61.25,98.68,98.16,98.22,98.37
Uttar Pradesh,Saharanpur,47551,10959,69.59,80.0,1.06,0.44,83.68,80.89,77.65,76.67,96.44,97.56,295.37,305.04,339.05,278.05,8719.42,7285.12,10628.08,9016.88,4499.0,1955.86,5543.4,2879.84,13664.72,9653.69,16688.18,12373.39,99.11,98.97,99.18,98.88,99.05,99.04,4.68,8.53,4.63,8.65,4.73,8.43,72.11,86.9,77.44,84.27,98.49,98.87,99.05,98.62
Uttar Pradesh,Sant Ravidas Nagar (Bhadohi),49036,6700,63.81,50.0,17.24,23.53,55.56,41.18,43.84,28.92,75.73,67.65,664.86,313.09,431.57,240.3,3374.1,3036.94,3599.83,3295.57,951.75,1095.8,990.9,823.89,5384.81,4665.0,5340.86,4634.4,99.77,99.65,99.85,100.0,99.69,99.26,5.43,3.53,6.23,3.36,4.66,3.73,82.93,86.2,95.25,97.93,98.27,99.89,91.16,92.17
Uttar Pradesh,Shahjahanpur,46239,9068,49.74,63.55,4.59,2.1,53.8,65.89,38.56,56.07,84.88,92.52,511.21,321.13,372.81,264.55,13914.2,17876.26,14249.63,17772.97,2922.02,2997.22,3249.28,1996.15,17787.71,21387.28,18226.5,20202.02,95.93,97.06,95.91,97.5,95.96,96.55,2.06,2.8,2.0,2.98,2.13,2.59,54.52,85.87,35.56,65.39,99.43,99.77,94.39,97.02
Uttar Pradesh,Sitapur,45469,4768,69.19,66.67,18.07,20.16,53.67,57.2,34.38,45.27,78.94,74.07,914.63,857.84,802.53,550.96,4518.29,3839.87,4877.59,5050.51,2159.23,1062.09,2528.03,1882.46,7899.03,6903.59,8606.59,8218.55,91.34,89.66,91.29,88.76,91.38,90.5,7.21,11.22,7.31,10.0,7.1,12.35,57.77,94.95,52.86,60.41,91.72,96.53,96.51,95.27
Uttar Pradesh,Sonbhadra,29171,4391,48.5,52.25,27.19,27.93,36.39,49.55,31.44,44.14,60.75,63.06,381.43,505.98,287.77,272.48,6247.7,6623.74,6353.66,6648.5,13753.16,4645.81,12799.51,5885.56,20622.47,11775.53,19618.95,13133.51,99.82,100.0,99.81,100.0,99.83,100.0,6.14,19.08,5.59,18.29,6.73,19.92,34.75,83.88,94.29,97.88,97.31,99.01,95.24,96.04
Uttar Pradesh,Unnao,59491,10195,79.97,84.29,8.51,9.97,74.62,69.18,62.95,63.75,91.18,89.73,264.85,155.67,278.76,170.83,796.53,1323.21,867.61,960.92,1848.89,2043.2,2640.32,2284.86,3609.47,4280.99,4806.83,4035.87,98.53,100.0,99.36,100.0,97.84,100.0,9.51,11.74,11.55,11.36,7.78,12.17,72.11,86.33,42.89,93.13,95.63,98.61,79.27,96.5
Uttar Pradesh,Varanasi,52489,33777,81.44,79.67,6.71,7.83,72.77,65.54,67.72,61.21,88.73,82.13,1020.03,784.31,1013.96,834.8,3142.17,4200.83,4002.46,4194.38,8069.27,7266.79,8829.12,8198.72,12696.83,12578.73,14161.88,13540.11,99.84,99.73,99.86,99.72,99.81,99.75,6.09,6.53,6.38,6.21,5.82,6.88,89.63,94.53,97.79,98.98,99.81,99.54,97.18,96.73
Uttarakhand,Almora,112008,8649,63.08,87.43,1.43,1.14,93.75,97.14,87.13,90.29,97.05,98.86,176.2,146.16,156.54,98.43,396.98,730.82,435.82,1328.74,849.15,341.05,1142.02,344.49,1942.43,1339.83,2433.47,1968.5,94.48,94.07,94.97,96.36,94.23,93.75,41.12,50.39,41.08,50.94,41.19,50.67,92.08,98.73,64.13,86.85,97.66,99.2,96.44,98.52
Uttarakhand,Bageshwar,111343,3270,52.31,76.92,3.64,1.28,87.14,85.9,82.46,84.62,94.12,97.44,206.62,426.31,225.09,646.41,1037.37,1400.73,1159.31,1745.31,2083.49,1522.53,3372.31,1874.6,3906.7,3775.88,5507.75,4848.09,92.46,95.62,93.34,95.16,91.93,96.0,63.27,87.02,66.43,79.66,61.26,93.06,91.01,99.47,86.21,90.81,98.73,96.64,97.73,97.35
Uttarakhand,Chamoli,137156,23957,46.78,77.72,1.13,0.8,93.32,93.9,87.28,91.11,97.53,98.81,71.04,32.93,66.92,9.06,745.13,4700.75,1421.42,8035.15,1905.44,2132.21,3100.36,2545.52,2773.7,6931.75,4648.35,10725.61,92.51,96.64,91.58,96.67,93.02,96.62,36.19,24.82,39.4,27.03,34.45,23.25,90.28,95.82,72.55,91.59,98.52,98.98,96.25,97.86
Uttarakhand,Champawat,24238,4241,68.87,73.79,1.23,5.52,92.05,83.45,88.69,81.38,98.21,92.41,174.08,46.23,148.71,257.07,1192.44,554.79,1338.4,565.55,1061.89,1664.36,1239.26,1902.31,4473.84,3929.73,4824.85,5192.8,97.18,100.0,95.91,100.0,98.46,100.0,23.99,17.2,24.75,15.29,23.3,18.81,96.56,95.67,97.81,93.85,99.61,99.72,98.68,99.02
Uttarakhand,Dehradun,147029,155980,90.05,93.92,2.3,1.87,88.71,93.25,83.83,89.91,96.81,97.97,374.04,462.34,364.5,562.88,2294.8,3027.44,2980.83,3313.46,2613.96,1333.1,2896.72,1385.44,5449.76,4890.28,6494.98,5370.59,99.65,99.92,99.72,99.92,99.59,99.92,13.34,16.75,11.78,17.77,14.71,15.76,94.55,97.22,97.49,97.19,98.92,99.16,96.54,97.03
Uttarakhand,Haridwar,43437,25776,73.17,86.26,16.47,8.65,63.52,79.53,54.9,74.31,80.04,90.25,590.69,384.62,614.2,174.05,5234.0,1739.51,5620.36,2349.64,26085.32,15576.92,25662.43,15006.77,31991.4,17770.98,31974.12,17598.14,100.0,100.0,100.0,100.0,100.0,100.0,8.48,6.46,5.59,6.2,11.79,6.76,89.87,94.92,97.15,97.2,99.34,97.84,97.43,96.9
Uttarakhand,Nainital,63730,36814,77.02,82.06,1.71,2.25,90.3,89.72,88.24,85.39,95.88,97.11,327.8,565.9,323.46,600.93,945.57,1898.67,1337.2,2368.73,2291.42,2633.81,2981.19,3086.35,4251.9,5214.72,5302.12,6236.87,96.19,98.35,96.81,98.78,95.66,97.94,38.06,40.62,37.21,40.45,38.79,40.78,96.91,96.43,68.39,77.6,99.13,98.15,97.73,97.71
Uttarakhand,Pauri Garhwal,188897,24187,87.38,87.72,1.24,1.1,90.0,90.55,84.06,84.72,97.19,95.59,365.39,322.78,382.06,416.16,1407.26,1260.84,1636.92,1715.39,1595.3,1270.93,1821.32,1349.98,3429.06,2975.59,3903.98,3633.78,99.77,100.0,99.77,100.0,99.77,100.0,26.41,24.35,27.34,25.42,25.72,23.46,92.4,96.74,95.53,98.5,97.74,99.84,95.71,96.2
Uttarakhand,Pithoragarh,84627,18372,66.41,93.56,1.43,0.4,92.45,97.18,87.66,94.97,97.73,99.6,211.19,213.53,222.9,232.87,625.84,1078.89,591.27,1330.67,1589.06,1786.92,2437.82,2328.68,2572.89,7777.03,3477.24,8593.92,91.5,93.59,93.79,96.1,89.95,91.35,50.31,26.29,48.77,27.82,51.39,24.86,95.41,99.17,97.43,99.05,99.46,99.39,96.66,99.14
Uttarakhand,Tehri Garhwal,181918,23657,76.63,93.27,6.13,2.66,81.18,89.05,74.85,84.82,87.61,95.93,296.89,450.62,284.91,461.92,4218.17,4515.36,5023.49,5002.46,1927.56,947.21,3162.05,1375.92,6581.07,6133.9,8620.54,7262.9,99.78,99.93,99.69,100.0,99.83,99.86,25.9,23.06,22.56,24.59,27.89,21.68,86.19,96.03,95.37,97.31,96.77,99.06,94.31,98.03
Uttarakhand,Udham Singh Nagar,64614,26904,74.89,79.77,2.6,3.25,89.53,86.79,83.35,82.18,96.46,96.65,168.88,321.22,211.36,382.05,437.27,542.51,478.86,829.13,1305.79,1513.31,1994.72,2015.93,2349.22,2655.44,3272.79,3503.5,97.46,98.13,97.3,98.12,97.78,98.14,18.26,16.37,17.81,16.99,18.58,15.84,91.55,98.81,46.68,45.5,98.39,99.41,98.68,97.44
Uttarakhand,Uttarkashi,67984,8664,86.48,94.09,7.35,3.76,83.17,89.25,74.22,79.03,91.13,95.7,1243.37,602.69,1439.56,790.31,652.82,695.41,1125.66,1159.11,4522.39,2758.46,5867.63,5558.48,6479.23,4172.46,8563.24,7586.93,99.72,99.36,99.72,100.0,99.72,98.96,25.47,31.97,26.62,30.0,24.62,33.22,86.32,98.89,95.37,98.52,95.95,99.04,91.32,93.77
